url,beds,baths,address,price,area,image_url,distance_from_northwestern_tech
https://www.zillow.com/apartments/evanston-il/1100-church/CkQ7Yv/,3,1,"1100 Church St, Evanston, IL",3295,,https://photos.zillowstatic.com/fp/b14765d3cc40aa09e6ef15eb2acc5a47-p_e.jpg,0.906
https://www.zillow.com/apartments/evanston-il/1410-chicago/5XjTmV/,1,1,"1410 Chicago Ave, Evanston, IL",1745,,https://photos.zillowstatic.com/fp/7232bab4c8dd42ba1ee970b26521c392-p_e.jpg,1.058
https://www.zillow.com/apartments/evanston-il/1410-chicago/5XjTmV/,3,1,"1410 Chicago Ave, Evanston, IL",2795,,https://photos.zillowstatic.com/fp/7232bab4c8dd42ba1ee970b26521c392-p_e.jpg,1.058
https://www.zillow.com/apartments/evanston-il/1313-21-oak-ave/CgtGN9/,1,1,"1313-21 Oak Ave, Evanston, IL",1895,,https://photos.zillowstatic.com/fp/7eb6349fe28b57c8168604fd0c4c1813-p_e.jpg,1.247
https://www.zillow.com/apartments/evanston-il/1313-21-oak-ave/CgtGN9/,2,1,"1313-21 Oak Ave, Evanston, IL",2050,,https://photos.zillowstatic.com/fp/7eb6349fe28b57c8168604fd0c4c1813-p_e.jpg,1.247
https://www.zillow.com/apartments/evanston-il/2212-26-sherman-ave./5XjLrc/,1,1,"2212-26 Sherman Ave., 2212 Sherman Ave, Evanston, IL 60201",1595,670,https://photos.zillowstatic.com/fp/c8c1dfcc67e4c9bd2dee40d7dcedbb4d-p_e.jpg,0.368
https://www.zillow.com/apartments/evanston-il/930-936-judson-ave-evanston/5XjKDC/,1,1,"930-936 Judson Ave, Evanston, IL",1695,,https://photos.zillowstatic.com/fp/532a54b4eaa0c07253302015bf9c6512-p_e.jpg,1.574
https://www.zillow.com/apartments/evanston-il/930-936-judson-ave-evanston/5XjKDC/,2,1,"930-936 Judson Ave, Evanston, IL",1895,,https://photos.zillowstatic.com/fp/532a54b4eaa0c07253302015bf9c6512-p_e.jpg,1.574
https://www.zillow.com/apartments/evanston-il/930-936-judson-ave-evanston/5XjKDC/,3,1,"930-936 Judson Ave, Evanston, IL",2395,,https://photos.zillowstatic.com/fp/532a54b4eaa0c07253302015bf9c6512-p_e.jpg,1.574
https://www.zillow.com/apartments/evanston-il/2030-greenwood-st/C4QtTy/,2,2,"2030 Greenwood St, 2030 Greenwood St #307, Evanston, IL 60201",2850,1200,https://photos.zillowstatic.com/fp/d31fb349c57050fa046e9d3024829b59-p_e.jpg,1.754
https://www.zillow.com/apartments/evanston-il/1121-church-st./5XjMLY/,2,1,"1121 Church St, Evanston, IL",1825,,https://photos.zillowstatic.com/fp/5b1471ae9c25f5c006978b88309446b7-p_e.jpg,0.909
https://www.zillow.com/apartments/evanston-il/828-noyes-st/CkGHX5/,0,1,"828 Noyes St, 828 Noyes St APT 314, Evanston, IL 60201",2000,501,https://photos.zillowstatic.com/fp/9f20acf8aa2d40347c0765aba164fb13-p_e.jpg,0.407
https://www.zillow.com/apartments/evanston-il/2121-ridge-avenue/5XxX3q/,2,1,"2121 Ridge Ave, Evanston, IL",2195,,https://photos.zillowstatic.com/fp/8e92352cdd0d13c64c53380be0106d86-p_e.jpg,0.576
https://www.zillow.com/apartments/evanston-il/2121-ridge-avenue/5XxX3q/,3,1,"2121 Ridge Ave, Evanston, IL",3595,,https://photos.zillowstatic.com/fp/8e92352cdd0d13c64c53380be0106d86-p_e.jpg,0.576
https://www.zillow.com/apartments/evanston-il/tapestry-station/CkCRRy/,0,1,"740 Main St, Evanston, IL",1875,,https://photos.zillowstatic.com/fp/081dbde5fa87b9daaa1e2528b5f7ff97-p_e.jpg,1.697
https://www.zillow.com/apartments/evanston-il/tapestry-station/CkCRRy/,1,1,"740 Main St, Evanston, IL",2250,,https://photos.zillowstatic.com/fp/081dbde5fa87b9daaa1e2528b5f7ff97-p_e.jpg,1.697
https://www.zillow.com/apartments/evanston-il/tapestry-station/CkCRRy/,2,1,"740 Main St, Evanston, IL",3000,,https://photos.zillowstatic.com/fp/081dbde5fa87b9daaa1e2528b5f7ff97-p_e.jpg,1.697
https://www.zillow.com/apartments/evanston-il/825-main-st/CkBdMr/,0,1,"825 Main St, Evanston, IL",1425,,https://photos.zillowstatic.com/fp/c0ded904c3037a5fcc1587a6f70d8284-p_e.jpg,1.692
https://www.zillow.com/apartments/evanston-il/810-32-dempster-1245-elmwood/5XmPpY/,0,1,"810 Dempster St, Evanston, IL",1445,,https://photos.zillowstatic.com/fp/d1f73403b66e1abc0a96fd5f1622bbd3-p_e.jpg,1.226
https://www.zillow.com/apartments/evanston-il/810-32-dempster-1245-elmwood/5XmPpY/,1,1,"810 Dempster St, Evanston, IL",1615,,https://photos.zillowstatic.com/fp/d1f73403b66e1abc0a96fd5f1622bbd3-p_e.jpg,1.226
https://www.zillow.com/apartments/evanston-il/618-hinman/Cjf6vq/,1,1,"618 Hinman Ave, Evanston, IL",1595,,https://photos.zillowstatic.com/fp/0df208ce12921d41550ac721d0e3fc45-p_e.jpg,1.99
https://www.zillow.com/apartments/evanston-il/618-hinman/Cjf6vq/,3,1,"618 Hinman Ave, Evanston, IL",2245,,https://photos.zillowstatic.com/fp/0df208ce12921d41550ac721d0e3fc45-p_e.jpg,1.99
https://www.zillow.com/apartments/evanston-il/834-40-judson-ave/ChVsD2/,1,1,"834 Judson Ave, Evanston, IL",2295,,https://photos.zillowstatic.com/fp/63fa6ffa23d23b6d0c46fc26d78c4bdc-p_e.jpg,1.679
https://www.zillow.com/apartments/evanston-il/834-40-judson-ave/ChVsD2/,2,1,"834 Judson Ave, Evanston, IL",2895,,https://photos.zillowstatic.com/fp/63fa6ffa23d23b6d0c46fc26d78c4bdc-p_e.jpg,1.679
https://www.zillow.com/apartments/evanston-il/834-40-judson-ave/ChVsD2/,3,1,"834 Judson Ave, Evanston, IL",3595,,https://photos.zillowstatic.com/fp/63fa6ffa23d23b6d0c46fc26d78c4bdc-p_e.jpg,1.679
https://www.zillow.com/apartments/evanston-il/1576-oak/5XxWwj/,2,1,"1576 Oak, 1576 Oak Ave #1100-3, Evanston, IL 60201",2175,,https://photos.zillowstatic.com/fp/ef157d0df218b8239280c9b730ca4c8d-p_e.jpg,0.996
https://www.zillow.com/apartments/evanston-il/1400-chicago-ave/5XjMG8/,0,1,"1400 Chicago Ave, Evanston, IL",1200,,https://photos.zillowstatic.com/fp/65a24638b124ce95ee4bc7d915406da7-p_e.jpg,1.083
https://www.zillow.com/apartments/evanston-il/1400-chicago-ave/5XjMG8/,1,1,"1400 Chicago Ave, Evanston, IL",1650,,https://photos.zillowstatic.com/fp/65a24638b124ce95ee4bc7d915406da7-p_e.jpg,1.083
https://www.zillow.com/apartments/evanston-il/704-710-hinman-ave/CgxJrN/,1,1,"704 Hinman Ave, Evanston, IL",1485,,https://photos.zillowstatic.com/fp/583980517df390d2effc8aa4e9f282aa-p_e.jpg,1.897
https://www.zillow.com/apartments/evanston-il/704-710-hinman-ave/CgxJrN/,2,1,"704 Hinman Ave, Evanston, IL",1700,,https://photos.zillowstatic.com/fp/583980517df390d2effc8aa4e9f282aa-p_e.jpg,1.897
https://www.zillow.com/apartments/evanston-il/2213-2223-ridge-apartments/CjjC8K/,1,1,"2213 Ridge Ave, Evanston, IL",1840,,https://photos.zillowstatic.com/fp/35043c75455b1713c1bacac93561782d-p_e.jpg,0.533
https://www.zillow.com/apartments/evanston-il/2213-2223-ridge-apartments/CjjC8K/,2,1,"2213 Ridge Ave, Evanston, IL",1840,,https://photos.zillowstatic.com/fp/35043c75455b1713c1bacac93561782d-p_e.jpg,0.533
https://www.zillow.com/apartments/evanston-il/1627-45-ridge-ave./5XjSrN/,1,1,"1627-45 Ridge Ave., 1627 Ridge Ave, Evanston, IL 60201",1315,700,https://photos.zillowstatic.com/fp/c69a59e0726dee8eb9abed14a07ff736-p_e.jpg,0.944
https://www.zillow.com/apartments/evanston-il/1615-25-ridge-ave./CpYwK7/,2,1,"1615 Ridge Ave, Evanston, IL",1795,,https://photos.zillowstatic.com/fp/7236bd0f5afc4dca66142af82d041415-p_e.jpg,0.956
https://www.zillow.com/apartments/evanston-il/1615-25-ridge-ave./CpYwK7/,3,1,"1615 Ridge Ave, Evanston, IL",3150,,https://photos.zillowstatic.com/fp/7236bd0f5afc4dca66142af82d041415-p_e.jpg,0.956
https://www.zillow.com/apartments/evanston-il/1615-25-ridge-ave./CpYwK7/,4,1,"1615 Ridge Ave, Evanston, IL",2895,,https://photos.zillowstatic.com/fp/7236bd0f5afc4dca66142af82d041415-p_e.jpg,0.956
https://www.zillow.com/apartments/evanston-il/1000-hinman/CgzCgM/,0,1,"1000-1010 Hinman Ave, Evanston, IL",1495,,https://photos.zillowstatic.com/fp/562996b432581132289fea358bc5620f-p_e.jpg,1.36
https://www.zillow.com/apartments/evanston-il/1000-hinman/CgzCgM/,2,1,"1000-1010 Hinman Ave, Evanston, IL",1895,,https://photos.zillowstatic.com/fp/562996b432581132289fea358bc5620f-p_e.jpg,1.36
https://www.zillow.com/apartments/evanston-il/1509-hinman-ave/5XxWtp/,2,1,"1509 Hinman Ave, Evanston, IL",2255,,https://photos.zillowstatic.com/fp/c1822416dd45922954b6edfab46bef5a-p_e.jpg,0.913
https://www.zillow.com/apartments/evanston-il/oak-crest/5XjrX9/,0,1,"1570 Oak Ave, Evanston, IL",1225,,https://photos.zillowstatic.com/fp/7dcb4c48f153a9ccfe77dedebd4480b8-p_e.jpg,1.007
https://www.zillow.com/apartments/evanston-il/oak-crest/5XjrX9/,2,1,"1570 Oak Ave, Evanston, IL",1970,,https://photos.zillowstatic.com/fp/7dcb4c48f153a9ccfe77dedebd4480b8-p_e.jpg,1.007
https://www.zillow.com/apartments/evanston-il/2200-10-sherman-ave./5XjMLf/,2,1,"2200-10 Sherman Ave., 2200 Sherman Ave, Evanston, IL 60201",2195,895,https://photos.zillowstatic.com/fp/4263919049420a47860a63155173456f-p_e.jpg,0.318
https://www.zillow.com/apartments/evanston-il/2108-18-sherman-ave/CqH7fy/,1,1,"2108-18 Sherman Ave, 2108-18 Sherman Ave #2110-3E, Evanston, IL 60201",1895,775,https://photos.zillowstatic.com/fp/e4f11493ae9e03bd30612a0071f85e7a-p_e.jpg,0.376
https://www.zillow.com/apartments/evanston-il/549-607-sheridan-rd./CqNzQH/,1,1,"549 Sheridan Rd, Evanston, IL",1795,,https://photos.zillowstatic.com/fp/83ce213a936cce47638923d74abc8f8c-p_e.jpg,2.059
https://www.zillow.com/apartments/evanston-il/549-607-sheridan-rd./CqNzQH/,2,1,"549 Sheridan Rd, Evanston, IL",1800,,https://photos.zillowstatic.com/fp/83ce213a936cce47638923d74abc8f8c-p_e.jpg,2.059
https://www.zillow.com/apartments/evanston-il/820-judson-apartments/Cmm9Tq/,2,1,"820 Judson Ave, Evanston, IL",1655,,https://photos.zillowstatic.com/fp/cf872c64a176c954df80b9cb991ca7fe-p_e.jpg,1.739
https://www.zillow.com/apartments/evanston-il/820-judson-apartments/Cmm9Tq/,3,1,"820 Judson Ave, Evanston, IL",2335,,https://photos.zillowstatic.com/fp/cf872c64a176c954df80b9cb991ca7fe-p_e.jpg,1.739
https://www.zillow.com/apartments/evanston-il/929-michigan/5XjCLd/,3,2,"929 Michigan, 929 Michigan Ave #935-2, Evanston, IL 60202",2395,1420,https://photos.zillowstatic.com/fp/977ed688a445e7892e3b7829b71a81ce-p_e.jpg,1.584
https://www.zillow.com/apartments/evanston-il/2129-ridge-avenue/5YLCQc/,2,1,"2129 Ridge Ave, Evanston, IL",2195,,https://photos.zillowstatic.com/fp/081c32849e00d1db579aafb8e3d3dbf1-p_e.jpg,0.565
https://www.zillow.com/apartments/evanston-il/2129-ridge-avenue/5YLCQc/,3,1,"2129 Ridge Ave, Evanston, IL",3195,,https://photos.zillowstatic.com/fp/081c32849e00d1db579aafb8e3d3dbf1-p_e.jpg,0.565
https://www.zillow.com/apartments/evanston-il/albion-evanston/Cjk35c/,0,1,"1500 Sherman Ave, Evanston, IL",2360,,https://photos.zillowstatic.com/fp/034b1a3cc1a2b332fe3b73d8ed12c110-p_e.jpg,0.972
https://www.zillow.com/apartments/evanston-il/albion-evanston/Cjk35c/,1,1,"1500 Sherman Ave, Evanston, IL",2968,,https://photos.zillowstatic.com/fp/034b1a3cc1a2b332fe3b73d8ed12c110-p_e.jpg,0.972
https://www.zillow.com/apartments/evanston-il/albion-evanston/Cjk35c/,2,1,"1500 Sherman Ave, Evanston, IL",4319,,https://photos.zillowstatic.com/fp/034b1a3cc1a2b332fe3b73d8ed12c110-p_e.jpg,0.972
https://www.zillow.com/apartments/evanston-il/1243-judson/CqnmFp/,3,2,"1243 Judson, 1243 Judson Ave #22b17cc7b, Evanston, IL 60202",2695,,https://photos.zillowstatic.com/fp/2ea8d1aad6407c0764979185c381c0cc-p_e.jpg,1.176
https://www.zillow.com/apartments/evanston-il/617-grove-st/5XjNYX/,0,1,"617 Grove St, Evanston, IL",1335,,https://photos.zillowstatic.com/fp/a13f94f3804d10eec7200858df635921-p_e.jpg,0.906
https://www.zillow.com/apartments/evanston-il/617-grove-st/5XjNYX/,1,1,"617 Grove St, Evanston, IL",1775,,https://photos.zillowstatic.com/fp/a13f94f3804d10eec7200858df635921-p_e.jpg,0.906
https://www.zillow.com/apartments/evanston-il/lodge-evanston/ChGyRJ/,1,1,"1700 Oak Ave, Evanston, IL",2575,,https://photos.zillowstatic.com/fp/bc6f580cdde0d91a823a72759a9abad1-p_e.jpg,0.88
https://www.zillow.com/apartments/evanston-il/lodge-evanston/ChGyRJ/,2,1,"1700 Oak Ave, Evanston, IL",3350,,https://photos.zillowstatic.com/fp/bc6f580cdde0d91a823a72759a9abad1-p_e.jpg,0.88
https://www.zillow.com/apartments/evanston-il/hinman-court-condos/CrbL6R/,2,1,"632 Hinman Ave, Evanston, IL",2400,,https://photos.zillowstatic.com/fp/4b6d20060e5305fb87252c478f2f3f8e-p_e.jpg,1.95
https://www.zillow.com/apartments/evanston-il/1125-davis-st.-1603-11-ridge-ave./95xBvY/,3,1,"1125 Davis St, Evanston, IL",3050,,https://photos.zillowstatic.com/fp/fe006e9384062d3558855fa027d1f462-p_e.jpg,0.98
https://www.zillow.com/apartments/evanston-il/1125-davis-st.-1603-11-ridge-ave./95xBvY/,4,1,"1125 Davis St, Evanston, IL",3050,,https://photos.zillowstatic.com/fp/fe006e9384062d3558855fa027d1f462-p_e.jpg,0.98
https://www.zillow.com/apartments/evanston-il/1311-chicago-avenue-apartments/5XjMGW/,0,1,"1311 Chicago Ave, Evanston, IL",1215,,https://photos.zillowstatic.com/fp/2867590c443f4a58d7b4954d0c910ae2-p_e.jpg,1.147
https://www.zillow.com/apartments/evanston-il/1311-chicago-avenue-apartments/5XjMGW/,1,1,"1311 Chicago Ave, Evanston, IL",1575,,https://photos.zillowstatic.com/fp/2867590c443f4a58d7b4954d0c910ae2-p_e.jpg,1.147
https://www.zillow.com/apartments/evanston-il/996-main-st-apartments/5XjMLB/,0,1,"996 Main St, Evanston, IL",1165,,https://photos.zillowstatic.com/fp/919f18d9c18aa6715a56558fbe5b3089-p_e.jpg,1.748
https://www.zillow.com/apartments/evanston-il/996-main-st-apartments/5XjMLB/,2,1,"996 Main St, Evanston, IL",1385,,https://photos.zillowstatic.com/fp/919f18d9c18aa6715a56558fbe5b3089-p_e.jpg,1.748
https://www.zillow.com/apartments/evanston-il/hinman/CrcdtQ/,2,1,"555 Hinman Ave, Evanston, IL",2000,,https://photos.zillowstatic.com/fp/90965649598142c6aefd63cfb26b93d5-p_e.jpg,2.031
https://www.zillow.com/apartments/evanston-il/2247-ridge-ave/5XxX4x/,1,1,"2247 Ridge Ave, Evanston, IL",1645,,https://photos.zillowstatic.com/fp/c23d84d9d8b8d3c18faa2dbc209a07f4-p_e.jpg,0.518
https://www.zillow.com/apartments/evanston-il/2247-ridge-ave/5XxX4x/,2,1,"2247 Ridge Ave, Evanston, IL",2155,,https://photos.zillowstatic.com/fp/c23d84d9d8b8d3c18faa2dbc209a07f4-p_e.jpg,0.518
https://www.zillow.com/apartments/evanston-il/hampton-parkway/CgGwFm/,1,1,"2730 Hampton Pkwy, Evanston, IL",1200,,https://photos.zillowstatic.com/fp/27815eea57e731c90b13df41930d5a33-p_e.jpg,1.046
https://www.zillow.com/apartments/evanston-il/hampton-parkway/CgGwFm/,2,1,"2730 Hampton Pkwy, Evanston, IL",1400,,https://photos.zillowstatic.com/fp/27815eea57e731c90b13df41930d5a33-p_e.jpg,1.046
https://www.zillow.com/homedetails/1235-Ridge-Ave-Evanston-IL-60202/3565018_zpid/,4,2,"1235 Ridge Ave, Evanston, IL 60202",3500,1600,https://photos.zillowstatic.com/fp/11277e173e9df5c454b806e06974f905-p_e.jpg,1.351
"https://www.zillow.com/b/building/42.055332,-87.68428_ll/",3,1,"915 Hamlin St, Evanston, IL",4800,,https://photos.zillowstatic.com/fp/1cb6caa37e7ab314f18452af2ea91b37-p_e.jpg,0.498
https://www.zillow.com/homedetails/1607-Simpson-St-2W-Evanston-IL-60201/2088868233_zpid/,2,1,"1607 Simpson St #2W, Evanston, IL 60201",2550,1200,https://photos.zillowstatic.com/fp/7c2b457f30fec847f807e42707153959-p_e.jpg,1.002
https://www.zillow.com/homedetails/1239-Emerson-St-APT-2-Evanston-IL-60201/462367065_zpid/,3,2,"1239 Emerson St APT 2, Evanston, IL 60201",3300,,https://photos.zillowstatic.com/fp/e874907cb4b38d32bc413e974956d9a3-p_e.jpg,0.838
https://www.zillow.com/homedetails/1722-Grey-Ave-Evanston-IL-60201/3518244_zpid/,3,2,"1722 Grey Ave, Evanston, IL 60201",2300,600,https://photos.zillowstatic.com/fp/3f40152a6802c7921f1bb4c5578f6b05-p_e.jpg,1.535
https://www.zillow.com/homedetails/2002-Maple-Ave-Evanston-IL-60201/2073156857_zpid/,3,1,"2002 Maple Ave, Evanston, IL 60201",2750,,https://photos.zillowstatic.com/fp/59960c74ef793b96d073cb9fbd090282-p_e.jpg,0.561
https://www.zillow.com/homedetails/203-Custer-Ave-APT-2-Evanston-IL-60202/65556774_zpid/,1,1,"203 Custer Ave APT 2, Evanston, IL 60202",1350,750,https://photos.zillowstatic.com/fp/e60bd940422306fd510c0a93c717af64-p_e.jpg,2.532
https://www.zillow.com/homedetails/1633-McDaniel-Ave-2-Evanston-IL-60201/462097377_zpid/,5,2,"1633 McDaniel Ave #2, Evanston, IL 60201",3900,1750,https://photos.zillowstatic.com/fp/1953769dd033a66801984e81050769f3-p_e.jpg,1.82
https://www.zillow.com/homedetails/1237-Emerson-St-A-Evanston-IL-60201/2079323912_zpid/,4,2,"1237 Emerson St #A, Evanston, IL 60201",3600,1500,https://photos.zillowstatic.com/fp/c559e7274e453666b388433a86f8dbc8-p_e.jpg,0.831
https://www.zillow.com/homedetails/1303-Elmwood-Ave-101-Evanston-IL-60201/448854196_zpid/,1,1,"1303 Elmwood Ave #101, Evanston, IL 60201",1550,,https://photos.zillowstatic.com/fp/e3515f70e4e8bcd15632e709f650e7c5-p_e.jpg,1.213
https://www.zillow.com/apartments/evanston-il/914-crain-st./5XjkdP/,2,1,"914 Crain St, Evanston, IL",2100,,https://photos.zillowstatic.com/fp/abd99def209046f950df93f1983273e1-p_e.jpg,1.461
https://www.zillow.com/homedetails/804-Forest-Ave-APT-2-Evanston-IL-60202/3566936_zpid/,1,1,"804 Forest Ave APT 2, Evanston, IL 60202",1825,,https://photos.zillowstatic.com/fp/11d517d6c78bfe975d2b7c15937d9d2d-p_e.jpg,1.768
https://www.zillow.com/homedetails/732-Mulford-St-APT-1-Evanston-IL-60202/2095141411_zpid/,3,1,"732 Mulford St APT 1, Evanston, IL 60202",2695,,https://photos.zillowstatic.com/fp/120f2c63a75a215c20d27a81dbecb376-p_e.jpg,2.455
https://www.zillow.com/homedetails/2722-Central-St-Evanston-IL-60201/3515332_zpid/,2,1,"2722 Central St, Evanston, IL 60201",3350,,https://photos.zillowstatic.com/fp/a71c963d1de9b157fba542eb07c7c0fd-p_e.jpg,1.926
https://www.zillow.com/apartments/chicago-il/530-w.-aldine/5XfWnm/,1,1,"312 Lee St, Evanston, IL",2195,,https://photos.zillowstatic.com/fp/aad3f015fb253fdf82841a723029d513-p_e.jpg,1.549
https://www.zillow.com/apartments/chicago-il/530-w.-aldine/5XfWnm/,2,1,"312 Lee St, Evanston, IL",2445,,https://photos.zillowstatic.com/fp/aad3f015fb253fdf82841a723029d513-p_e.jpg,1.549
https://www.zillow.com/b/320-lee-st-evanston-il-CkKCxQ/,1,1,"320 Lee St, Evanston, IL",2645,,https://photos.zillowstatic.com/fp/b93942a72071bea8566322b34d2505c7-p_e.jpg,1.549
https://www.zillow.com/b/320-lee-st-evanston-il-CkKCxQ/,2,1,"320 Lee St, Evanston, IL",2645,,https://photos.zillowstatic.com/fp/b93942a72071bea8566322b34d2505c7-p_e.jpg,1.549
https://www.zillow.com/b/1130-maple-ave-evanston-il-5XjMcJ/,1,1,"1130 Maple Ave, Evanston, IL",2295,,https://photos.zillowstatic.com/fp/57230afe27c96877956177b838c3eaf7-p_e.jpg,1.421
https://www.zillow.com/b/1130-maple-ave-evanston-il-5XjMcJ/,3,1,"1130 Maple Ave, Evanston, IL",2745,,https://photos.zillowstatic.com/fp/57230afe27c96877956177b838c3eaf7-p_e.jpg,1.421
https://www.zillow.com/b/909-elmwood-ave-evanston-il-5XjKDB/,0,1,"909 Elmwood Ave, Evanston, IL",1595,,https://photos.zillowstatic.com/fp/fcf8f898afe86ef4066a20a04f9b90c2-p_e.jpg,1.68
https://www.zillow.com/b/909-elmwood-ave-evanston-il-5XjKDB/,1,1,"909 Elmwood Ave, Evanston, IL",1795,,https://photos.zillowstatic.com/fp/fcf8f898afe86ef4066a20a04f9b90c2-p_e.jpg,1.68
https://www.zillow.com/homedetails/804-Seward-St-APT-1-Evanston-IL-60202/2125946661_zpid/,1,1,"804 Seward St APT 1, Evanston, IL 60202",1950,,https://photos.zillowstatic.com/fp/2eef740cf0c54f079811c51ed159c72a-p_e.jpg,2.06
https://www.zillow.com/b/912-reba-pl-evanston-il-5XjRZq/,1,1,"912 Reba Pl, Evanston, IL",1795,,https://photos.zillowstatic.com/fp/89b5b9075a6c5bd900d4087d91d12bd6-p_e.jpg,2.027
https://www.zillow.com/homedetails/802-S-Sherman-Ave-2-Evanston-IL-60202/451004649_zpid/,1,1,"802 S Sherman Ave #2, Evanston, IL 60202",1995,,https://photos.zillowstatic.com/fp/a9cb22a7f6efde41bda19cd63bdc6e62-p_e.jpg,1.811
https://www.zillow.com/b/800-sherman-avenue-evanston-il-5XjTLS/,2,1,"800 Sherman Ave, Evanston, IL",1895,,https://photos.zillowstatic.com/fp/4e70b54680cbd91b0e015e5dda2611bf-p_e.jpg,1.798
"https://www.zillow.com/b/building/42.032616,-87.68237_ll/",1,1,"800 Washington St, Evanston, IL",1895,,https://photos.zillowstatic.com/fp/6e5ed8d3d623ac5afd96138a9eede34c-p_e.jpg,1.785
https://www.zillow.com/homedetails/2100-Greenwood-St-UNIT-203-Evanston-IL-60201/2104721841_zpid/,1,2,"2100 Greenwood St Unit 203, Evanston, IL 60201",3097,1500,https://photos.zillowstatic.com/fp/7c4d850a0d83a3062d5b79edc359b8e7-p_e.jpg,1.776
https://www.zillow.com/homedetails/156-Asbury-Ave-APT-4-Evanston-IL-60202/87727134_zpid/,1,1,"156 Asbury Ave APT 4, Evanston, IL 60202",1495,650,https://photos.zillowstatic.com/fp/86d6fa2124628d921852a97dd088c4ec-p_e.jpg,2.647
https://www.zillow.com/b/916-reba-pl-evanston-il-5XjRb5/,1,1,"916 Reba Pl, Evanston, IL",1795,,https://photos.zillowstatic.com/fp/57db34e27b00cb645ca34d6f7b30f7cd-p_e.jpg,2.026
https://www.zillow.com/homedetails/832-Reba-Pl-1N-Evanston-IL-60202/2070069515_zpid/,1,1,"832 Reba Pl #1N, Evanston, IL 60202",1795,,https://photos.zillowstatic.com/fp/b0fdfb222c99c090ccc44dacb2ff1303-p_e.jpg,2.018
https://www.zillow.com/homedetails/830-Reba-Pl-3S-Evanston-IL-60202/2070069516_zpid/,1,1,"830 Reba Pl #3S, Evanston, IL 60202",1850,,https://photos.zillowstatic.com/fp/19a21a9c8dda53dfe09b499fb7da6908-p_e.jpg,2.013
https://www.zillow.com/b/911-elmwood-ave-evanston-il-CpZNYQ/,0,1,"911 Elmwood Ave, Evanston, IL",1595,,https://photos.zillowstatic.com/fp/62161033d98571111ebe1c6e447549e7-p_e.jpg,1.667
https://www.zillow.com/b/911-elmwood-ave-evanston-il-CpZNYQ/,1,1,"911 Elmwood Ave, Evanston, IL",1695,,https://photos.zillowstatic.com/fp/62161033d98571111ebe1c6e447549e7-p_e.jpg,1.667
https://www.zillow.com/b/911-elmwood-ave-evanston-il-CpZNYQ/,2,1,"911 Elmwood Ave, Evanston, IL",1895,,https://photos.zillowstatic.com/fp/62161033d98571111ebe1c6e447549e7-p_e.jpg,1.667
